department,contact_type,is_female,is_black,is_hispanic,is_urm
Virginia Commonwealth University-Mathematics,faculty,0.0,0.0,0.0,0.0
Iowa State University-Mathematics,faculty,1.0,0.0,0.0,0.0
Clemson University-Chemistry,department_chair,0.0,0.0,0.0,0.0
Rice University-Mathematics,department_chair,0.0,0.0,0.0,0.0
Virginia Tech-Computer Science,department_chair,0.0,0.0,0.0,0.0
Cornell University-Mathematics,faculty,0.0,0.0,0.0,0.0
Dartmouth College-Mathematics,seminar_contact,0.0,0.0,0.0,0.0
"University of California, San Diego-Mechanical Engineering",seminar_contact,1.0,0.0,0.0,0.0
"University of California, Santa Cruz-Physics",seminar_contact,1.0,0.0,0.0,0.0
Carnegie Mellon University-Mathematics,seminar_contact,1.0,0.0,0.0,0.0
University of Oregon-Computer Science,department_chair,0.0,0.0,0.0,0.0
California Institute of Technology-Chemistry,seminar_contact,1.0,0.0,0.0,0.0
University of Minnesota-Chemistry,department_chair,1.0,0.0,0.0,0.0
"University of California, Berkeley-Mathematics",seminar_contact,0.0,0.0,0.0,0.0
Tufts University-Mechanical Engineering,department_chair,0.0,0.0,0.0,0.0
"University of California, San Diego-Chemistry",seminar_contact,1.0,0.0,1.0,1.0
"University of California, Santa Cruz-Mathematics",faculty,1.0,0.0,0.0,0.0
University of Nebraska-Lincoln-Mathematics,department_chair,1.0,0.0,0.0,0.0
Texas A&M University-Computer Science,department_chair,0.0,0.0,0.0,0.0
University of Tennessee-Computer Science,department_chair,0.0,1.0,0.0,1.0
University of Arizona-Computer Science,department_chair,1.0,0.0,0.0,0.0
Arizona State University-Mathematics,faculty,0.0,0.0,0.0,0.0
Massachusetts Institute of Technology-Computer Science,faculty,1.0,0.0,0.0,0.0
Vanderbilt University-Mathematics,faculty,0.0,0.0,0.0,0.0
University of North Carolina at Chapel Hill-Physics,department_chair,0.0,0.0,0.0,0.0
University of Rochester-Chemistry,seminar_contact,0.0,0.0,0.0,0.0
Princeton University-Mathematics,department_chair,0.0,0.0,0.0,0.0
Colorado State University-Mathematics,faculty,0.0,0.0,0.0,0.0
Kent State University-Physics,department_chair,0.0,0.0,0.0,0.0
"University of Nevada, Reno-Mathematics",department_chair,0.0,0.0,0.0,0.0
University of Colorado Boulder-Mathematics,department_chair,0.0,0.0,1.0,1.0
Cornell University-Mechanical Engineering,department_chair,0.0,0.0,0.0,0.0
University of Florida-Physics,faculty,1.0,0.0,0.0,0.0
University of Rochester-Physics,faculty,0.0,0.0,0.0,0.0
Rutgers University-New Brunswick-Mathematics,seminar_contact,0.0,0.0,0.0,0.0
Dartmouth College-Mathematics,seminar_contact,1.0,0.0,0.0,0.0
Tufts University-Physics,department_chair,0.0,0.0,0.0,0.0
Cornell University-Mathematics,faculty,0.0,0.0,0.0,0.0
"University of Maryland, Baltimore County-Physics",department_chair,0.0,0.0,0.0,0.0
Columbia University-Mechanical Engineering,seminar_contact,1.0,0.0,0.0,0.0
Northwestern University-Mathematics,seminar_contact,,,,
Louisiana State University-Chemistry,department_chair,0.0,0.0,0.0,0.0
University of Georgia-Mathematics,department_chair,0.0,0.0,0.0,0.0
Rutgers University-New Brunswick-Mathematics,faculty,0.0,0.0,0.0,0.0
Auburn University-Mathematics,faculty,0.0,0.0,0.0,0.0
Boston University-Chemistry,seminar_contact,1.0,0.0,0.0,0.0
Montana State University-Physics,department_chair,0.0,0.0,0.0,0.0
Virginia Commonwealth University-Mechanical Engineering,department_chair,0.0,0.0,0.0,0.0
Massachusetts Institute of Technology-Physics,faculty,0.0,0.0,0.0,0.0
Dartmouth College-Mathematics,seminar_contact,1.0,0.0,0.0,0.0
University of Houston-Physics,department_chair,0.0,0.0,0.0,0.0
"University of California, Los Angeles-Mechanical Engineering",department_chair,0.0,0.0,0.0,0.0
University of Texas at Arlington-Physics,department_chair,0.0,0.0,0.0,0.0
Colorado State University-Mathematics,faculty,0.0,0.0,0.0,0.0
Dartmouth College-Chemistry,department_chair,0.0,0.0,0.0,0.0
University of Colorado Boulder-Physics,faculty,0.0,0.0,0.0,0.0
Carnegie Mellon University-Computer Science,seminar_contact,0.0,0.0,0.0,0.0
Tufts University-Physics,seminar_contact,1.0,0.0,1.0,1.0
Purdue University-Chemistry,department_chair,1.0,0.0,0.0,0.0
Columbia University-Chemistry,seminar_contact,0.0,0.0,0.0,0.0
"Graduate Center, CUNY-Mathematics",faculty,0.0,0.0,0.0,0.0
University of South Florida-Chemistry,faculty,0.0,0.0,0.0,0.0
"University of Maryland, College Park-Mathematics",department_chair,0.0,0.0,0.0,0.0
Indiana University Bloomington-Mathematics,seminar_contact,1.0,0.0,0.0,0.0
Mississippi State University-Computer Science,seminar_contact,1.0,0.0,0.0,0.0
Brown University-Mechanical Engineering,seminar_contact,1.0,0.0,0.0,0.0
"University at Albany, SUNY-Mathematics",faculty,0.0,0.0,0.0,0.0
University of Texas at Dallas-Mathematics,faculty,0.0,0.0,0.0,0.0
University of Texas at Austin-Mathematics,faculty,1.0,0.0,0.0,0.0
University of Wisconsin-Madison-Mathematics,faculty,0.0,0.0,0.0,0.0
Georgia Institute of Technology-Physics,seminar_contact,1.0,0.0,0.0,0.0
Drexel University-Mathematics,faculty,1.0,0.0,0.0,0.0
Baylor University-Chemistry,seminar_contact,0.0,0.0,0.0,0.0
University of Louisville-Mathematics,department_chair,0.0,0.0,0.0,0.0
Boston College-Physics,department_chair,0.0,0.0,0.0,0.0
Auburn University-Chemistry,department_chair,0.0,0.0,0.0,0.0
Dartmouth College-Mathematics,department_chair,0.0,0.0,1.0,1.0
"University of California, Riverside-Computer Science",department_chair,0.0,0.0,0.0,0.0
Washington University in St. Louis-Physics,seminar_contact,,,,
"University of California, Los Angeles-Physics",seminar_contact,0.0,0.0,0.0,0.0
Virginia Tech-Physics,department_chair,0.0,0.0,0.0,0.0
"University of California, Irvine-Physics",seminar_contact,0.0,0.0,0.0,0.0
University at Buffalo-Mechanical Engineering,department_chair,1.0,0.0,0.0,0.0
Case Western Reserve University-Mathematics,department_chair,1.0,0.0,0.0,0.0
University of Kansas-Physics,department_chair,0.0,0.0,0.0,0.0
Ohio State University-Mathematics,faculty,0.0,0.0,0.0,0.0
Arizona State University-Physics,department_chair,1.0,0.0,0.0,0.0
Iowa State University-Computer Science,department_chair,0.0,0.0,0.0,0.0
"University of California, San Diego-Mathematics",faculty,1.0,0.0,0.0,0.0
Iowa State University-Mathematics,faculty,0.0,0.0,0.0,0.0
Texas A&M University-Mathematics,department_chair,0.0,0.0,0.0,0.0
Rutgers University-New Brunswick-Mathematics,faculty,0.0,0.0,0.0,0.0
Michigan State University-Physics,seminar_contact,1.0,0.0,0.0,0.0
California Institute of Technology-Physics,department_chair,0.0,0.0,0.0,0.0
Wayne State University-Mathematics,faculty,0.0,0.0,0.0,0.0
University of Wisconsin-Milwaukee-Physics,department_chair,0.0,0.0,0.0,0.0
New York University-Mathematics,faculty,0.0,0.0,0.0,0.0
University of North Carolina at Chapel Hill-Mathematics,department_chair,0.0,0.0,0.0,0.0
Washington University in St. Louis-Physics,department_chair,0.0,0.0,0.0,0.0
Washington University in St. Louis-Mechanical Engineering,department_chair,0.0,0.0,0.0,0.0
University of South Carolina-Physics,department_chair,0.0,0.0,0.0,0.0
University of Montana-Chemistry,faculty,0.0,0.0,0.0,0.0
University of Louisiana at Lafayette-Mathematics,faculty,0.0,0.0,0.0,0.0
Duke University-Computer Science,seminar_contact,1.0,0.0,0.0,0.0
Washington State University-Mechanical Engineering,department_chair,0.0,0.0,0.0,0.0
"University of California, Irvine-Chemistry",department_chair,0.0,0.0,0.0,0.0
University of Connecticut-Mechanical Engineering,seminar_contact,1.0,0.0,0.0,0.0
Georgetown University-Physics,seminar_contact,1.0,0.0,0.0,0.0
Virginia Tech-Mathematics,department_chair,1.0,0.0,0.0,0.0
"University of California, Davis-Mathematics",faculty,0.0,0.0,0.0,0.0
University of Louisville-Mathematics,faculty,0.0,0.0,0.0,0.0
Rutgers University-New Brunswick-Mathematics,faculty,0.0,0.0,0.0,0.0
University of North Carolina at Chapel Hill-Mathematics,faculty,0.0,0.0,0.0,0.0
Kent State University-Mathematics,faculty,0.0,0.0,0.0,0.0
Rice University-Chemistry,department_chair,0.0,0.0,1.0,1.0
Louisiana State University-Chemistry,seminar_contact,1.0,0.0,0.0,0.0
University of Southern Mississippi-Chemistry,faculty,0.0,0.0,0.0,0.0
Michigan State University-Mathematics,seminar_contact,1.0,0.0,0.0,0.0
University of Pittsburgh-Chemistry,department_chair,0.0,0.0,0.0,0.0
"University of Maryland, College Park-Mathematics",faculty,0.0,0.0,0.0,0.0
Rutgers University-New Brunswick-Physics,faculty,0.0,0.0,0.0,0.0
University of South Carolina-Chemistry,department_chair,0.0,0.0,0.0,0.0
Duke University-Chemistry,department_chair,1.0,0.0,0.0,0.0
"University of California, Irvine-Physics",department_chair,0.0,0.0,0.0,0.0
Georgetown University-Chemistry,department_chair,1.0,0.0,0.0,0.0
Georgetown University-Chemistry,seminar_contact,1.0,1.0,0.0,1.0
University of Delaware-Mechanical Engineering,department_chair,0.0,0.0,0.0,0.0
"University of California, Berkeley-Mathematics",faculty,1.0,0.0,0.0,0.0
Indiana University Bloomington-Physics,department_chair,0.0,0.0,0.0,0.0
"University of California, Santa Cruz-Mathematics",faculty,0.0,0.0,0.0,0.0
University of Colorado Boulder-Chemistry,seminar_contact,1.0,0.0,0.0,0.0
University of Virginia-Mathematics,faculty,1.0,0.0,0.0,0.0
California Institute of Technology-Mathematics,department_chair,1.0,0.0,0.0,0.0
Massachusetts Institute of Technology-Physics,faculty,0.0,0.0,1.0,1.0
University of Wisconsin-Madison-Mathematics,faculty,0.0,0.0,0.0,0.0
University of Missouri-Mathematics,faculty,0.0,0.0,0.0,0.0
University of Houston-Mathematics,faculty,0.0,0.0,0.0,0.0
Tufts University-Physics,seminar_contact,1.0,0.0,0.0,0.0
Tufts University-Mathematics,faculty,0.0,0.0,0.0,0.0
Ohio State University-Mathematics,faculty,0.0,0.0,0.0,0.0
Columbia University-Mathematics,department_chair,0.0,0.0,0.0,0.0
University of Delaware-Mechanical Engineering,seminar_contact,1.0,0.0,0.0,0.0
University of Wisconsin-Milwaukee-Mathematics,department_chair,0.0,0.0,0.0,0.0
Iowa State University-Mathematics,faculty,0.0,0.0,0.0,0.0
Tufts University-Computer Science,department_chair,0.0,0.0,0.0,0.0
University of Memphis-Chemistry,faculty,0.0,0.0,1.0,1.0
University of Minnesota-Mathematics,faculty,0.0,0.0,1.0,1.0
"University of California, Santa Barbara-Mathematics",seminar_contact,0.0,0.0,0.0,0.0
Dartmouth College-Mathematics,faculty,0.0,0.0,0.0,0.0
University of Texas at Dallas-Mathematics,faculty,0.0,0.0,1.0,1.0
University of Arizona-Chemistry,seminar_contact,1.0,0.0,0.0,0.0
University of Chicago-Mathematics,seminar_contact,0.0,0.0,0.0,0.0
Columbia University-Physics,seminar_contact,1.0,0.0,0.0,0.0
University of Florida-Mathematics,department_chair,0.0,0.0,0.0,0.0
"University of California, Davis-Mathematics",faculty,0.0,0.0,0.0,0.0
George Mason University-Chemistry,department_chair,0.0,1.0,0.0,1.0
Kent State University-Chemistry,department_chair,0.0,0.0,0.0,0.0
Georgia State University-Chemistry,seminar_contact,1.0,0.0,0.0,0.0
Texas A&M University-Mathematics,seminar_contact,0.0,0.0,0.0,0.0
"University of California, San Diego-Mathematics",faculty,0.0,0.0,0.0,0.0
Stanford University-Mathematics,faculty,0.0,0.0,0.0,0.0
Michigan State University-Chemistry,seminar_contact,0.0,0.0,0.0,0.0
Texas A&M University-Physics,department_chair,0.0,0.0,0.0,0.0
University of Hawaii at Manoa-Mechanical Engineering,department_chair,0.0,0.0,0.0,0.0
Stony Brook University-Physics,seminar_contact,0.0,0.0,0.0,0.0
"University of California, Santa Barbara-Mathematics",department_chair,0.0,0.0,0.0,0.0
Stanford University-Mathematics,faculty,1.0,0.0,0.0,0.0
Purdue University-Mathematics,faculty,0.0,0.0,1.0,1.0
"Graduate Center, CUNY-Mathematics",faculty,0.0,0.0,0.0,0.0
Cornell University-Physics,seminar_contact,1.0,0.0,0.0,0.0
New York University-Mathematics,faculty,0.0,0.0,0.0,0.0
"University of California, Berkeley-Mathematics",seminar_contact,1.0,0.0,0.0,0.0
California Institute of Technology-Mathematics,seminar_contact,0.0,0.0,0.0,0.0
"Graduate Center, CUNY-Mathematics",faculty,0.0,0.0,0.0,0.0
"Graduate Center, CUNY-Mathematics",faculty,0.0,0.0,0.0,0.0
"University of California, Santa Cruz-Physics",department_chair,0.0,0.0,0.0,0.0
Massachusetts Institute of Technology-Computer Science,faculty,1.0,0.0,0.0,0.0
Harvard University-Computer Science,seminar_contact,1.0,0.0,0.0,0.0
Stanford University-Mathematics,faculty,0.0,0.0,0.0,0.0
Case Western Reserve University-Mathematics,seminar_contact,1.0,1.0,0.0,1.0
Duke University-Chemistry,seminar_contact,1.0,0.0,0.0,0.0
University of Tennessee-Chemistry,department_chair,0.0,0.0,0.0,0.0
University of Washington-Chemistry,department_chair,1.0,0.0,0.0,0.0
North Carolina State University-Chemistry,seminar_contact,1.0,0.0,0.0,0.0
"University of California, Davis-Chemistry",seminar_contact,1.0,0.0,0.0,0.0
Stony Brook University-Computer Science,department_chair,0.0,0.0,0.0,0.0
Montana State University-Computer Science,seminar_contact,1.0,0.0,0.0,0.0
New York University-Mathematics,faculty,0.0,0.0,0.0,0.0
Wayne State University-Physics,faculty,0.0,0.0,0.0,0.0
"University of California, San Diego-Mathematics",faculty,0.0,0.0,0.0,0.0
Boston University-Computer Science,seminar_contact,0.0,0.0,0.0,0.0
Brown University-Mathematics,seminar_contact,0.0,0.0,0.0,0.0
University of Washington-Mathematics,department_chair,0.0,0.0,0.0,0.0
Wayne State University-Chemistry,faculty,0.0,0.0,0.0,0.0
Georgia Institute of Technology-Computer Science,seminar_contact,1.0,0.0,0.0,0.0
University of Kentucky-Mathematics,faculty,1.0,0.0,0.0,0.0
Stony Brook University-Physics,seminar_contact,0.0,0.0,0.0,0.0
University of Wisconsin-Madison-Mathematics,faculty,0.0,0.0,0.0,0.0
"University of California, Irvine-Chemistry",seminar_contact,1.0,0.0,0.0,0.0
Harvard University-Computer Science,seminar_contact,1.0,0.0,0.0,0.0
University of South Carolina-Mathematics,faculty,0.0,0.0,0.0,0.0
University of Florida-Chemistry,department_chair,0.0,0.0,0.0,0.0
Emory University-Mathematics,faculty,1.0,0.0,0.0,0.0
University at Buffalo-Physics,faculty,0.0,0.0,0.0,0.0
Pennsylvania State University-Mechanical Engineering,department_chair,1.0,0.0,0.0,0.0
Texas Tech University-Mechanical Engineering,seminar_contact,0.0,0.0,0.0,0.0
"University of Maryland, College Park-Mathematics",seminar_contact,0.0,0.0,0.0,0.0
University of Utah-Physics,department_chair,0.0,0.0,0.0,0.0
University of Florida-Physics,faculty,0.0,0.0,0.0,0.0
University of Pennsylvania-Computer Science,seminar_contact,1.0,0.0,1.0,1.0
Ohio State University-Mathematics,faculty,0.0,0.0,0.0,0.0
Massachusetts Institute of Technology-Chemistry,seminar_contact,1.0,0.0,0.0,0.0
University of Wisconsin-Madison-Mathematics,faculty,0.0,0.0,0.0,0.0
University of Michigan-Physics,department_chair,0.0,0.0,0.0,0.0
Temple University-Mathematics,faculty,1.0,0.0,0.0,0.0
"University of California, Santa Cruz-Physics",faculty,0.0,0.0,0.0,0.0
"University of Maryland, College Park-Computer Science",faculty,0.0,0.0,0.0,0.0
"University of California, Santa Cruz-Chemistry",department_chair,0.0,0.0,0.0,0.0
University of North Texas-Computer Science,department_chair,0.0,0.0,0.0,0.0
Brown University-Mathematics,department_chair,0.0,0.0,0.0,0.0
Case Western Reserve University-Chemistry,department_chair,1.0,0.0,0.0,0.0
University at Buffalo-Computer Science,department_chair,0.0,0.0,0.0,0.0
Stanford University-Chemistry,department_chair,0.0,0.0,0.0,0.0
Boston College-Physics,seminar_contact,0.0,0.0,0.0,0.0
Purdue University-Mathematics,faculty,0.0,0.0,0.0,0.0
University of Wisconsin-Madison-Mechanical Engineering,faculty,0.0,0.0,0.0,0.0
University of South Florida-Chemistry,department_chair,0.0,0.0,0.0,0.0
Boston University-Physics,seminar_contact,1.0,0.0,0.0,0.0
Texas A&M University-Mathematics,faculty,0.0,0.0,0.0,0.0
Cornell University-Mathematics,faculty,0.0,1.0,0.0,1.0
University of Hawaii at Manoa-Mathematics,department_chair,0.0,0.0,0.0,0.0
University of Houston-Mechanical Engineering,department_chair,0.0,0.0,0.0,0.0
Stanford University-Mathematics,faculty,0.0,0.0,0.0,0.0
Rutgers University-New Brunswick-Mathematics,faculty,1.0,0.0,0.0,0.0
"University of California, Santa Cruz-Chemistry",seminar_contact,0.0,0.0,1.0,1.0
Wayne State University-Mathematics,faculty,0.0,0.0,0.0,0.0
Arizona State University-Mathematics,department_chair,1.0,0.0,0.0,0.0
Yale University-Physics,department_chair,0.0,0.0,0.0,0.0
Arizona State University-Mathematics,faculty,0.0,0.0,0.0,0.0
Duke University-Mathematics,seminar_contact,1.0,0.0,0.0,0.0
Cornell University-Computer Science,faculty,0.0,0.0,0.0,0.0
University of New Mexico-Physics,faculty,0.0,0.0,1.0,1.0
Rutgers University-New Brunswick-Mathematics,faculty,1.0,0.0,0.0,0.0
University of Texas at Austin-Mathematics,department_chair,0.0,0.0,0.0,0.0
"University of Maryland, College Park-Computer Science",department_chair,0.0,0.0,0.0,0.0
"University of California, Santa Barbara-Chemistry",department_chair,0.0,0.0,0.0,0.0
Columbia University-Mathematics,faculty,0.0,0.0,0.0,0.0
Utah State University-Mathematics,department_chair,0.0,0.0,0.0,0.0
University of Oklahoma-Physics,faculty,0.0,0.0,1.0,1.0
Northeastern University-Chemistry,department_chair,1.0,0.0,0.0,0.0
University of Connecticut-Chemistry,department_chair,0.0,0.0,0.0,0.0
Princeton University-Computer Science,seminar_contact,1.0,0.0,0.0,0.0
George Washington University-Mathematics,department_chair,0.0,0.0,0.0,0.0
George Mason University-Mathematics,faculty,0.0,0.0,0.0,0.0
Montana State University-Physics,seminar_contact,1.0,0.0,0.0,0.0
"University of Maryland, College Park-Mathematics",faculty,0.0,0.0,0.0,0.0
"University of California, Los Angeles-Physics",faculty,0.0,0.0,0.0,0.0
Colorado School of Mines-Chemistry,department_chair,0.0,0.0,0.0,0.0
University of Illinois Chicago-Chemistry,department_chair,1.0,0.0,0.0,0.0
"University of California, Santa Barbara-Mathematics",faculty,0.0,0.0,0.0,0.0
University of Tennessee-Mathematics,department_chair,0.0,0.0,0.0,0.0
Johns Hopkins University-Mechanical Engineering,faculty,0.0,0.0,0.0,0.0
Ohio State University-Mathematics,faculty,1.0,0.0,1.0,1.0
New York University-Physics,seminar_contact,0.0,0.0,0.0,0.0
Tufts University-Mathematics,faculty,0.0,0.0,0.0,0.0
"Graduate Center, CUNY-Mathematics",faculty,0.0,0.0,1.0,1.0
University of Colorado Boulder-Mathematics,faculty,0.0,0.0,0.0,0.0
Carnegie Mellon University-Chemistry,department_chair,0.0,0.0,0.0,0.0
Georgetown University-Mathematics,seminar_contact,0.0,0.0,0.0,0.0
Brown University-Physics,seminar_contact,0.0,0.0,0.0,0.0
"University of California, Berkeley-Mechanical Engineering",department_chair,0.0,0.0,0.0,0.0
University of South Carolina-Mathematics,faculty,0.0,0.0,0.0,0.0
Johns Hopkins University-Mechanical Engineering,department_chair,0.0,0.0,0.0,0.0
Massachusetts Institute of Technology-Computer Science,seminar_contact,1.0,0.0,0.0,0.0
University of Florida-Mechanical Engineering,seminar_contact,,,,
Ohio State University-Physics,faculty,0.0,0.0,0.0,0.0
University of Texas at San Antonio-Physics,seminar_contact,,,,
University of Virginia-Physics,faculty,0.0,0.0,0.0,0.0
University at Buffalo-Physics,faculty,0.0,0.0,0.0,0.0
University of Texas at Austin-Physics,department_chair,0.0,0.0,1.0,1.0
Massachusetts Institute of Technology-Mechanical Engineering,seminar_contact,1.0,0.0,0.0,0.0
University of Central Florida-Mathematics,seminar_contact,0.0,0.0,0.0,0.0
Florida International University-Chemistry,seminar_contact,1.0,0.0,1.0,1.0
Florida State University-Mechanical Engineering,department_chair,0.0,0.0,0.0,0.0
Carnegie Mellon University-Mechanical Engineering,seminar_contact,1.0,0.0,0.0,0.0
University of Minnesota-Mechanical Engineering,department_chair,0.0,0.0,0.0,0.0
"University of California, Berkeley-Physics",seminar_contact,0.0,0.0,0.0,0.0
University of Maine-Mathematics,department_chair,0.0,0.0,0.0,0.0
Vanderbilt University-Mathematics,faculty,0.0,0.0,0.0,0.0
New York University-Mathematics,faculty,0.0,0.0,0.0,0.0
Emory University-Mathematics,department_chair,0.0,0.0,0.0,0.0
University of Colorado Denver-Chemistry,seminar_contact,0.0,0.0,0.0,0.0
Arizona State University-Physics,faculty,0.0,0.0,0.0,0.0
University of Chicago-Mathematics,faculty,0.0,0.0,0.0,0.0
"University at Albany, SUNY-Mathematics",faculty,0.0,0.0,0.0,0.0
University of Louisiana at Lafayette-Physics,seminar_contact,,,,
University of Minnesota-Mathematics,faculty,0.0,0.0,0.0,0.0
University of Southern California-Chemistry,seminar_contact,0.0,0.0,0.0,0.0
California Institute of Technology-Mathematics,seminar_contact,0.0,0.0,0.0,0.0
University of Arkansas-Mathematics,faculty,0.0,0.0,0.0,0.0
University of Louisville-Chemistry,department_chair,0.0,0.0,0.0,0.0
University of Arizona-Computer Science,seminar_contact,1.0,0.0,1.0,1.0
Purdue University-Computer Science,seminar_contact,,,,
Florida State University-Mathematics,department_chair,0.0,1.0,0.0,1.0
"University of Maryland, College Park-Computer Science",seminar_contact,1.0,0.0,0.0,0.0
University of North Texas-Mechanical Engineering,department_chair,0.0,0.0,0.0,0.0
University of Colorado Boulder-Mathematics,faculty,0.0,0.0,0.0,0.0
Johns Hopkins University-Chemistry,department_chair,0.0,0.0,1.0,1.0
Washington University in St. Louis-Chemistry,department_chair,1.0,0.0,0.0,0.0
University of Wisconsin-Madison-Mathematics,faculty,0.0,0.0,0.0,0.0
University of South Florida-Mathematics,faculty,0.0,0.0,0.0,0.0
Texas Tech University-Chemistry,department_chair,0.0,0.0,0.0,0.0
University of North Carolina at Chapel Hill-Mathematics,faculty,0.0,0.0,0.0,0.0
Massachusetts Institute of Technology-Chemistry,seminar_contact,0.0,0.0,0.0,0.0
North Dakota State University-Mathematics,faculty,1.0,0.0,1.0,1.0
Stony Brook University-Physics,faculty,0.0,0.0,0.0,0.0
"University of California, Los Angeles-Chemistry",seminar_contact,1.0,0.0,0.0,0.0
Colorado State University-Chemistry,seminar_contact,1.0,0.0,0.0,0.0
University of Chicago-Mathematics,faculty,0.0,0.0,0.0,0.0
University of Notre Dame-Physics,department_chair,0.0,0.0,0.0,0.0
Tulane University-Physics,department_chair,0.0,0.0,0.0,0.0
Auburn University-Computer Science,department_chair,0.0,0.0,0.0,0.0
University of Chicago-Physics,department_chair,0.0,0.0,0.0,0.0
Rutgers University-New Brunswick-Physics,faculty,0.0,0.0,0.0,0.0
University of Colorado Boulder-Mathematics,faculty,0.0,0.0,0.0,0.0
Clemson University-Mathematics,seminar_contact,0.0,0.0,0.0,0.0
"University of Maryland, College Park-Mathematics",faculty,0.0,0.0,0.0,0.0
Washington University in St. Louis-Computer Science,faculty,0.0,0.0,0.0,0.0
Binghamton University-Computer Science,department_chair,0.0,0.0,0.0,0.0
University of Arkansas-Mathematics,department_chair,0.0,0.0,0.0,0.0
Stanford University-Mathematics,seminar_contact,0.0,0.0,0.0,0.0
Carnegie Mellon University-Computer Science,seminar_contact,1.0,0.0,0.0,0.0
Tulane University-Chemistry,department_chair,0.0,0.0,0.0,0.0
Binghamton University-Mathematics,faculty,0.0,0.0,0.0,0.0
Yale University-Chemistry,department_chair,0.0,0.0,0.0,0.0
George Mason University-Chemistry,seminar_contact,0.0,0.0,0.0,0.0
University of Delaware-Mathematics,faculty,0.0,0.0,0.0,0.0
George Washington University-Mathematics,seminar_contact,1.0,0.0,1.0,1.0
University of Louisiana at Lafayette-Physics,department_chair,1.0,0.0,0.0,0.0
University of Louisville-Mathematics,faculty,0.0,0.0,0.0,0.0
Brown University-Computer Science,seminar_contact,1.0,0.0,0.0,0.0
University of Kansas-Mathematics,department_chair,0.0,1.0,0.0,1.0
University of Chicago-Mathematics,faculty,0.0,0.0,0.0,0.0
Binghamton University-Mathematics,faculty,0.0,0.0,1.0,1.0
Colorado State University-Mathematics,faculty,1.0,0.0,0.0,0.0
Auburn University-Chemistry,seminar_contact,0.0,0.0,0.0,0.0
University of Arkansas-Chemistry,seminar_contact,0.0,0.0,0.0,0.0
Vanderbilt University-Physics,department_chair,1.0,0.0,0.0,0.0
"University of California, Riverside-Physics",seminar_contact,0.0,0.0,1.0,1.0
University of Notre Dame-Chemistry,seminar_contact,1.0,0.0,0.0,0.0
"Graduate Center, CUNY-Mathematics",faculty,1.0,0.0,0.0,0.0
Duke University-Mechanical Engineering,seminar_contact,1.0,0.0,0.0,0.0
Kansas State University-Mathematics,faculty,0.0,0.0,0.0,0.0
University of Wisconsin-Madison-Chemistry,department_chair,0.0,0.0,0.0,0.0
University of Missouri-Mathematics,faculty,0.0,0.0,0.0,0.0
University of Utah-Chemistry,department_chair,0.0,0.0,0.0,0.0
University at Buffalo-Chemistry,department_chair,0.0,0.0,0.0,0.0
University of Colorado Boulder-Chemistry,department_chair,0.0,0.0,0.0,0.0
"University of California, San Diego-Mathematics",faculty,0.0,0.0,0.0,0.0
University of Michigan-Mechanical Engineering,seminar_contact,1.0,0.0,0.0,0.0
Tulane University-Chemistry,seminar_contact,1.0,0.0,0.0,0.0
Virginia Tech-Mechanical Engineering,department_chair,1.0,0.0,0.0,0.0
University of Nebraska-Lincoln-Mathematics,faculty,0.0,0.0,1.0,1.0
University of Cincinnati-Chemistry,seminar_contact,1.0,0.0,0.0,0.0
Columbia University-Physics,faculty,0.0,0.0,1.0,1.0
University of Delaware-Mathematics,faculty,1.0,0.0,0.0,0.0
University of Pittsburgh-Chemistry,seminar_contact,1.0,0.0,0.0,0.0
University of Alabama-Computer Science,department_chair,1.0,0.0,0.0,0.0
Rutgers University-New Brunswick-Mathematics,faculty,0.0,0.0,0.0,0.0
Texas Tech University-Physics,seminar_contact,1.0,0.0,0.0,0.0
University of Michigan-Mathematics,seminar_contact,0.0,0.0,0.0,0.0
"University of California, Davis-Mathematics",faculty,0.0,0.0,0.0,0.0
Temple University-Mathematics,faculty,0.0,0.0,0.0,0.0
University of Delaware-Physics,seminar_contact,1.0,1.0,0.0,1.0
University of Virginia-Mathematics,faculty,0.0,0.0,0.0,0.0
Wayne State University-Mathematics,faculty,0.0,0.0,1.0,1.0
Virginia Tech-Mathematics,seminar_contact,,,,
University of Southern Mississippi-Chemistry,department_chair,0.0,0.0,0.0,0.0
University of Wisconsin-Madison-Mathematics,faculty,0.0,0.0,0.0,0.0
"University of California, Los Angeles-Mathematics",seminar_contact,1.0,1.0,0.0,1.0
California Institute of Technology-Physics,seminar_contact,0.0,0.0,0.0,0.0
"University of Maryland, College Park-Mathematics",faculty,1.0,0.0,0.0,0.0
North Dakota State University-Mathematics,faculty,1.0,0.0,0.0,0.0
University of Minnesota-Mathematics,faculty,0.0,0.0,0.0,0.0
"University of California, San Diego-Mathematics",faculty,0.0,0.0,0.0,0.0
Stanford University-Mathematics,faculty,0.0,0.0,0.0,0.0
University of Southern Mississippi-Mechanical Engineering,seminar_contact,,,,
Arizona State University-Physics,faculty,0.0,0.0,0.0,0.0
Louisiana State University-Mathematics,department_chair,0.0,0.0,0.0,0.0
University of Rochester-Computer Science,department_chair,0.0,0.0,0.0,0.0
Rutgers University-New Brunswick-Mechanical Engineering,department_chair,1.0,0.0,0.0,0.0
Brown University-Chemistry,department_chair,0.0,0.0,0.0,0.0
