seminar_id,university,discipline,seminar_name,seminar_link
3989f4-ab5b0f-1e,University of Massachusetts Amherst,Chemistry,Chemistry Seminars,https://www.umass.edu/chemistry/seminar-archive#2023
398a4e-1d36c2-ad,University of Tennessee,Mathematics,PDE Seminar,https://calendar.utk.edu/department/mathematics/calendar/month/2023/11
39a1ab-432548-8f,West Virginia University,Mechanical Engineering,Materials and Science Engineering Seminar,https://cal.wvu.edu/event/materials-science-engineering-seminar
39aa8f-a98676-c3,Tufts University,Mathematics,Computational & Applied Math Seminar,https://sites.tufts.edu/appliedmathseminar/fall-2023/
39ac30-8bfa14-e5,Iowa State University,Physics,Colloquium,https://www.physastro.iastate.edu/events/colloquium
39c822-9d751a-8a,University of Michigan,Computer Science,Diversity in Computing Seminars,https://cse.engin.umich.edu/events/all-seminars/women-in-computing/
3a7e6a-f4da6f-cf,"University of California, Riverside",Computer Science,Colloquium,https://www1.cs.ucr.edu/events
3a99f9-c530ab-fc,Rutgers University-New Brunswick,Mathematics,Experimental Mathematics Seminar,https://sites.math.rutgers.edu/~zeilberg/expmath/
3aa523-94ac66-f1,"University of California, San Diego",Mechanical Engineering,Dynamic Systems & Controls,https://mae.ucsd.edu/seminars/archives?field_seminar_series_target_id=4
3aaf16-691128-bf,George Mason University,Mechanical Engineering,Seminars,https://mechanical.gmu.edu/research/seminars
3ac0e9-670256-df,Yale University,Mathematics,Friday Morning Seminar,https://math.yale.edu/calendar/grid/month/2023-12?term_node_tid_depth_join=476
3adcc6-7966ad-91,Boston University,Mathematics,Statistics and Probability Seminar,https://www.bu.edu/stat/statistics-and-probability-seminar-series/
3ae77b-26dfcb-cb,"University of California, Davis",Mathematics,Mathematics of Data & Decisions Seminar,https://www.math.ucdavis.edu/research/seminars?type=29&when=past
3af205-6a1314-11,Rensselaer Polytechnic Institute,Mechanical Engineering,Seminar Series,https://mse.rpi.edu/seminars?page=1
3afcd3-ba2836-d5,Columbia University,Mathematics,Enumerative Invariants and Birational Transformations,https://math.columbia.edu/~plei/s24-birat.html
3b0378-b67cce-7e,"University of Maryland, College Park",Mathematics,Numerical Analysis Seminar,https://www-math.umd.edu/research/seminars/numerical-analysis-seminar.html
3b087b-117d60-25,"University of California, Davis",Mathematics,Featured Campus Seminars,https://www.math.ucdavis.edu/research/seminars?type=15&when=past
3b7b7f-22a6ef-88,Brandeis University,Computer Science,Computational Linguistics and Linguistics Speaker Series,https://www.brandeis.edu/science/science-events/planning-calendar.html
3b87be-092d56-37,University of Virginia,Mathematics,Galois-Grothendieck Seminar,https://math.virginia.edu/seminars/galois/
3be33f-c29741-4b,Stanford University,Mathematics,Topology Seminar,https://mathematics.stanford.edu/events/topology
3bfaae-2e65a5-93,Brown University,Mathematics,LCDS Seminar,https://appliedmath.brown.edu/lcds-seminars
3bfd79-3162ff-7d,Pennsylvania State University,Mathematics,Dynamical Systems Working Seminar,https://math-cal.cloud.science.psu.edu/events/seminar/400/2023
3c1ad8-2e7c58-9b,University of Denver,Chemistry,Seminars,https://science.du.edu/chemistry/event-calendar?search=&start_date=2023-10-01&end_date=2023-11-01#events-listing-date-filter-anchor
3c2a38-0ca61e-4a,Harvard University,Chemistry,Harvard/MIT Inorganic Chemistry Seminar,https://chemistry.harvard.edu/calendar/upcoming/seminars/inorganic-chemistry-seminar
3c2ff3-5bb333-57,"University of California, Irvine",Computer Science,Institute for Future Health Events,https://futurehealth.uci.edu/events/
3c3776-1602c0-6b,University of Memphis,Chemistry,Departmental Seminar Schedule,https://www.memphis.edu/chem/about/seminars.php
3c48d8-464bed-81,University of Alabama,Computer Science,Colloquium Series,https://cs.ua.edu/research/
3c491a-3bbe4b-59,Brandeis University,Mathematics,New England Dynamics and Number Theory Seminar,https://nednt.wescreates.wesleyan.edu/
3c95d3-9d8946-11,University of Chicago,Computer Science,Seminar,https://cs.uchicago.edu/news-events/events/calendar/
3cbf2f-6c91c9-cc,University of Massachusetts Amherst,Mathematics,Learning Learning Seminar,https://www.umass.edu/mathematics-statistics/seminars/learning-learning-seminar
3ce6fe-4618b2-83,"University of California, Davis",Mathematics,Mathematical Biology Seminar,https://www.math.ucdavis.edu/research/seminars?type=14&when=past
3ce8ef-86e561-d2,"Graduate Center, CUNY",Mathematics,Number Theory Seminar,https://sites.math.rutgers.edu/~bumby/nyntsem/
3cf243-75042c-eb,University of New Mexico,Physics,Center for Astrophysics Research and Technologies Seminar Series,https://physics.unm.edu/pandaweb/events/index.php?display=series&series_id=4
3cf822-41a3b2-b9,Tulane University,Physics,Physics and Engineering Physics Seminars,https://sse.tulane.edu/pep/seminars
3d1545-c806eb-5f,Purdue University,Physics,Physics Colloquium,https://www.physics.purdue.edu/events/colloq/archive.html
3d4360-0d1bf4-60,Columbia University,Physics,Zeminars in Programmable Quantum Materials (ProQM),https://www.physics.columbia.edu/content/zeminars-programmable-quantum-materials
3d499c-542c76-3a,University of Hawaii at Manoa,Mechanical Engineering,Leadership Seminar Series,https://www.eng.hawaii.edu/allevents/previous-events/
3dbf03-0d5e67-55,Wayne State University,Physics,Particle/Astro/Nuclear Seminars,https://events.wayne.edu/2023/12/01/pan-seminar-gregoire-pihan-wayne-state-97448/
3e4593-3652c8-17,Stanford University,Mathematics,Algebraic Geometry Seminar,https://mathematics.stanford.edu/events/algebraic-geometry
3e6050-369647-1c,Cornell University,Mathematics,Probability Seminar,https://pi.math.cornell.edu/m/event-list-p/probsem
3e73f0-f83dc5-01,University of Pennsylvania,Computer Science,Penn Institute for Computational Science Colloquium Series,
3e86dd-fe25ad-c7,University of Utah,Mathematics,Commutative Algebra,https://www.math.utah.edu/caseminar/Fall2023.html
3e9d38-c2423f-ed,Princeton University,Mathematics,Differential Geometry & Geometric Analysis Seminar,https://www.math.princeton.edu/events/seminars/differential-geometry-geometric-analysis-seminar/archive/254
3ea741-6f1bfe-35,Princeton University,Chemistry,Inorganic Chemistry,https://chemistry.princeton.edu/department/seminars-events/?event_range=past&event_type=8&event_research_area=224&event_search=
3eb2d1-f43d48-3d,"University of California, Irvine",Physics,Plasma and Optics Seminar,https://www.physics.uci.edu/seminars?field_date_value%5Bvalue%5D%5Byear%5D=2023&field_date_value%5Bvalue%5D%5Bmonth%5D=8&field_date_value%5Bvalue%5D%5Bday%5D=1
3ed1e4-abc2aa-bd,University of Georgia,Mathematics,Algebra,https://calendar.google.com/calendar/u/0/embed?src=ss4ps8h03v62f1vhuf40c2j87o@group.calendar.google.com&ctz=America/New_York
3edce7-18d358-3a,Massachusetts Institute of Technology,Mathematics,Integrable Probability Working Group,https://math.mit.edu/intprob/
3efd7d-7da279-ff,Arizona State University,Mathematics,Colloquium,https://math.asu.edu/asu-events-category/commencement
3f042b-edb130-a3,University of Arizona,Mathematics,Quantitative Biology Colloquium,https://www.math.arizona.edu/events/archive/5
3f4eff-e104a0-47,Rutgers University-New Brunswick,Physics,Institute for Quantitative Biomedicine,https://iqb.rutgers.edu/seminars
3f54f1-10440b-4c,University of Tennessee,Mathematics,Analysis Seminar,https://calendar.utk.edu/department/mathematics/calendar/month/2023/11
3f5f0b-21cb22-53,"University of Maryland, Baltimore County",Physics,Topical Seminar,https://physics.umbc.edu/colloquium-schedule/colloquium-archive/topical-seminars-fall-2023/
3f68f9-1cf0e6-72,Boston University,Computer Science,Computer Science Research Seminar Series,https://www.bu.edu/csmet/research/computer-science-research-seminar/
3f8c76-8da1b9-43,Ohio State University,Physics,Nuclear Physics,https://physics.osu.edu/nuclear-physics-seminar
3f95a2-5b5d96-37,West Virginia University,Physics,Colloquium,https://physics.wvu.edu/news-and-events/colloquium
3fae5c-726137-ca,"University of California, Irvine",Mathematics,Algebra Seminar,https://www.math.uci.edu/seminars-calendar/month/2023-08
3fb6dd-7502fe-84,George Washington University,Mathematics,Logic Seminar,https://math.columbian.gwu.edu/all-seminars-colloquia?combine=&field_gw_event_type_target_id=7936&views_month_filter_event_date=&field_gw_event_when_value_year=
3fca95-1d876b-82,New York University,Physics,Soft Condensed Matter Seminars,https://physics.nyu.edu/events.html?EventsPage=csmr
400d91-a09426-a3,University of Illinois Chicago,Physics,Condensed Matter Seminar,https://phys.uic.edu/our-events/?event_month=08&event_day=1&event_year=2023
403b90-31856d-4c,University of Oregon,Physics,Physics Colloquium,https://naturalsciences.uoregon.edu/physics/research/physics-colloquium
4076c4-c4c032-ab,University of Colorado Boulder,Mathematics,Topology Seminar,https://math.colorado.edu/seminars/
4078ea-b63d6e-72,University of Delaware,Mathematics,Applied Mathematics and Mathematical Medicine and Biology Seminar,https://www.mathsci.udel.edu/events/seminars-and-colloquia/applied-mathematics#7e3d05d2-151d-47d9-a8ce-adfeda13d3c6=%7B%22k%22%3A%22%22%2C%22l%22%3A1033%7D#9522cdaa-4bf1-4c39-9967-6ffa671ac14a=%7B%22k%22%3A%22%22%2C%22l%22%3A1033%7D
408523-7e4bbb-19,University of Florida,Mathematics,Biomathematics Seminar,https://biomath.math.ufl.edu/events/month/2023-08/
40962c-1e0e29-55,University of Utah,Physics,Colloquia,https://web.physics.utah.edu/~heap/
40a1fc-f5e8f0-7f,University of Massachusetts Amherst,Mathematics,Reading Seminar in Algebraic Geometry,https://www.umass.edu/mathematics-statistics/seminars/reading-seminar-in-algebraic-geometry?semester_tid=107
40bbe4-0c2a19-65,University of Illinois Urbana-Champaign,Physics,Nuclear Physics Seminar,https://physics.illinois.edu/calendar/seminars/7296
410865-4537f2-98,"University of California, Los Angeles",Mathematics,Financial and Actuarial Mathematics Seminar,https://secure.math.ucla.edu/seminars/show_quarter.php?t=1704182400&type=Financial%20and%20Actuarial%20Mathematics&id=&tba=
412528-cf2623-bb,University of Washington,Mathematics,Topology Seminar,https://math.washington.edu/events/series/topology-seminar
4125eb-6be93c-c8,Pennsylvania State University,Mathematics,"GAP (Geometry, Algebra, Physics) Seminar",https://math-cal.cloud.science.psu.edu/events/seminar/408/2023
413707-148a78-3d,Princeton University,Mathematics,Analysis of Fluids and Related Topics,https://www.math.princeton.edu/events/seminars/analysis-fluids-and-related-topics/archive/254
417388-0167eb-74,University of Illinois Chicago,Computer Science,Lectures and Seminars,https://cs.uic.edu/cs-research/lectures-seminars/
418248-124a3d-bf,Texas A&M University,Mathematics,Noncommutative Geometry Seminar,https://www.math.tamu.edu/seminars/noncomgeom/
418ae9-326f45-0a,University of Minnesota,Physics,Space Physics Seminar,https://cse.umn.edu/physics/space-physics-seminar
41aacf-10e061-23,University of Chicago,Mathematics,Pedagogy Seminar,https://math.uchicago.edu/~pedagogyseminar
41b8f7-851268-25,University of Houston,Mathematics,Colloquium,https://www.math.uh.edu/colloquium/fall23.php
41c7d7-cf0269-40,Purdue University,Chemistry,Analytical Seminar,https://www.chem.purdue.edu/about_us/calendar.html
41d2aa-a93c61-24,Johns Hopkins University,Physics,Theoretical Particle Physics Seminars,https://physics-astronomy.jhu.edu/series/particle-physics-theory-seminar-series/
4227be-399cee-da,Carnegie Mellon University,Mechanical Engineering,MechE Seminar Series,https://www.meche.engineering.cmu.edu/events/2024/02/09_seminar.html
424149-4b9de3-72,Pennsylvania State University,Mathematics,Combinatorics/Partitions Seminar,https://math-cal.cloud.science.psu.edu/events/seminar/388/2023
428a53-522aba-f1,University of Arizona,Mathematics,"Analysis, Dynamics, and Applications Seminar",https://www.math.arizona.edu/events/archive/5
42afab-734f95-a4,Massachusetts Institute of Technology,Computer Science,Cryptography and Information Security (CIS) Seminars,https://toc.csail.mit.edu/node/428
42e4d6-7bb66a-06,"University of California, Irvine",Physics,Particle/Astro-Machine Learning Seminar,https://www.physics.uci.edu/seminars?field_date_value%5Bvalue%5D%5Byear%5D=2023&field_date_value%5Bvalue%5D%5Bmonth%5D=8&field_date_value%5Bvalue%5D%5Bday%5D=1
43212b-07918a-5c,Washington University in St. Louis,Physics,Condensed Matter/Materials & Biological Physics Seminar,https://physics.wustl.edu/past-events/2025
436a96-84b0be-17,University of Massachusetts Amherst,Mathematics,Statistics and Data Science Seminar Series,https://www.umass.edu/mathematics-statistics/seminars/statistics-and-data-science-seminar?semester_tid=107
43aa94-d5b5eb-64,"University of California, Los Angeles",Mathematics,Analysis and PDE Seminar,https://secure.math.ucla.edu/seminars/show_quarter.php?t=1704182400&type=Analysis%20and%20PDE&id=&tba=
43ecc9-390f1d-82,Duke University,Chemistry,Chemistry Seminar,https://chem.duke.edu/events
441623-5d8055-e4,University of Chicago,Mathematics,Zygmund-Calderon Lectures in Analysis,https://mathematics.uchicago.edu/events/lecture-series/zygmund-calderon-lectures-in-analysis/
444fb5-6376b0-81,Texas A&M University,Mathematics,Mathematical Physics and Harmonic Analysis Seminar,https://www.math.tamu.edu/seminars/harmonic/
4474db-7e569d-6f,University of Massachusetts Amherst,Mathematics,Applied Mathematics & Computation Seminar,https://www.umass.edu/mathematics-statistics/seminars/applied-analysis-and-computation-seminar?semester_tid=107
4487a3-b142a0-1d,New York University,Computer Science,Computational Mathematics and Scientific Computing Seminar,https://cims.nyu.edu/dynamic/calendars/seminars/computational-mathematics-and-scientific-computing-seminar/
44c646-03227c-ba,University of Iowa,Chemistry,Seminars,https://events.uiowa.edu/?d=20231220&f=80
44d080-791236-21,"University of California, San Diego",Physics,Physics Colloquia,https://physics.ucsd.edu/events/seminars-colloquia
44f177-4ba2f2-6d,Indiana University Bloomington,Chemistry,Chemical Biology,https://www.chem.indiana.edu/internal-tools/seminar-information/
44f1a4-78a4fd-ae,University of South Carolina,Chemistry,Departmental Seminars,https://sc.edu/study/colleges_schools/chemistry_and_biochemistry/about/seminars/
45263a-cedaab-8b,University of Rochester,Mechanical Engineering,Mechanical Engineering Seminar Series,https://www.hajim.rochester.edu/me/news-events/events/index.html
452b39-566707-5f,Georgia Institute of Technology,Physics,School of Physics Colloquium,https://www.physics.gatech.edu/colloquium
455b59-d51dbd-b9,University of Wisconsin-Madison,Mathematics,Combinatorics,https://hilbert.math.wisc.edu/~terwilli/combsemsched.html
455cae-e9c5be-62,Florida International University,Physics,Physics Seminars,https://case.fiu.edu/physics/seminars/
456012-7e7bd1-a9,University of Denver,Physics,Colloquia and Seminars,https://science.du.edu/physics/colloquia-and-seminars
459287-773161-66,University of Wisconsin-Madison,Mathematics,PDE Reading Seminar,https://math.wisc.edu/seminars/
45b27a-7f298a-be,Oklahoma State University-Stillwater,Mathematics,Computational and Applied Math Seminar,https://www.mathdept.okstate.edu/announce/
45d5f8-56a52b-35,"University of California, Los Angeles",Computer Science,CS 201 Seminar,https://www.cal.cs.ucla.edu/cgi-bin/webevent.cgi
45ee20-ac2778-47,Georgia Institute of Technology,Chemistry,Organic Chemistry Seminar,https://chemistry.gatech.edu/hg/past-events?page=2
460b58-6484b2-3e,"University of California, Los Angeles",Physics,Astrophysics Colloquium,https://astro.ucla.edu/astrophysics-colloquium-archived-talks.html
46101a-86f51e-d0,Brown University,Mathematics,Colloquium,https://www.brown.edu/academics/math/colloquium
463dad-0ddef9-e9,University of Miami,Mathematics,Seminars,https://mathematics.miami.edu/events/seminars/index.html
466ed1-d19bec-aa,University of Texas at San Antonio,Physics,Physics & Astronomy Seminars,https://sciences.utsa.edu/physics-astronomy/seminars.html
468cc8-636c59-23,"University of California, Riverside",Mechanical Engineering,ME Seminars,https://www.me.ucr.edu/seminars
469d72-769329-27,"University of California, Los Angeles",Physics,SCSS Seminars,https://bhaumik-institute.physics.ucla.edu/seminars-and-colloquia
469ea7-091936-14,George Mason University,Mathematics,Quantum Computing Seminar,https://science.gmu.edu/academics/departments-units/mathematical-sciences/quantum-computing-seminar
46a4cc-5a3edf-60,Florida State University,Mathematics,Mathematics Colloquium,https://www.math.fsu.edu/colloquium/
46b4a8-1ac3fa-e2,University of Georgia,Mathematics,SMARTS,https://calendar.google.com/calendar/u/0/embed?src=m8mkolro9bjhs8e300v7nmnt84@group.calendar.google.com&ctz=America/New_York
46b9e2-a21be8-e7,Carnegie Mellon University,Computer Science,ML DB Seminar,https://db.cs.cmu.edu/seminar2023/
4707f9-15f8aa-8f,University of Massachusetts Amherst,Computer Science,Theory Seminar,https://groups.cs.umass.edu/theory/theory-seminar/
472d83-1c2503-1c,Stanford University,Mathematics,Symplectic Geometry Seminar,https://mathematics.stanford.edu/events/symplectic-geometry
477b42-deebe4-f3,University of Washington,Mathematics,Differential Geometry/PDE Seminar,https://math.washington.edu/events/series/differential-geometrypde-seminar
478223-2c80a4-55,Wayne State University,Chemistry,Analytical-Physical Seminar,https://events.wayne.edu/chemistry-analytical/2023/08/
47a370-167ac7-35,"University of California, Berkeley",Physics,Nano Seminar Series,https://events.berkeley.edu/physics/month/date/20230801
481b4e-bb9f38-32,"University of California, Berkeley",Mathematics,Logic Colloquium,https://events.berkeley.edu/math/month/date/20230801
4853c6-e8941c-0a,Brown University,Mathematics,Algebra and Algebraic Geometry Seminars,https://www.math.brown.edu/dabramov/SEMINAR/
48613d-04b12b-dc,Princeton University,Mathematics,IAS/Princeton Arithmetic Geometry Seminar,https://www.math.princeton.edu/events/seminars/iasprinceton-arithmetic-geometry-seminar/archive/254
486360-65bd85-02,Purdue University,Computer Science,Graphics Seminar,http://wiki.cs.purdue.edu/cgvlab/doku.php?id=talks:fall2023
486ae8-5c50be-9b,University of Texas at Dallas,Mechanical Engineering,The Jonsson School Distinguished Speaker Series,https://calendar.utdallas.edu/event/the_jonsson_school_distinguished_speaker_series_empowering_the_next_generation?utm_campaign=widget&utm_medium=widget&utm_source=Comet+Calendar
487947-00316d-d1,University of Chicago,Mathematics,Random Geometry and Statistical Physics Seminar,https://sites.google.com/view/rgsp-seminar/home
489228-992bf4-7a,"University of Maryland, College Park",Mathematics,Applied Dynamics Seminar,https://www-math.umd.edu/research/seminars/applied-dynamics-seminar.html
48de1f-38d33a-5f,Stanford University,Chemistry,Inorganic Chemistry Seminar,https://chemistry.stanford.edu/events/inorganic-chemistry-seminar
490950-470362-c6,University of Connecticut,Mechanical Engineering,Seminar,https://me.engr.uconn.edu/blog/category/events-and-seminars/past-seminars/
492742-80af2f-ec,University of Texas at El Paso,Mathematics,Colloquium Series,https://www.utep.edu/science/math/research/colloquium.html
493e5d-41dfc0-da,Case Western Reserve University,Mathematics,Analysis and Probability,https://mathstats.case.edu/seminars/#1557235071742-b6673dcd-4ea7
494171-68c9dc-85,Texas A&M University,Mathematics,Seminar on Banach and Metric Space Geometry,https://www.math.tamu.edu/seminars/banach_spaces/
499b04-4182d3-42,Arizona State University,Physics,Colloquia,https://physics.asu.edu/colloquia
4a2e75-4f973e-4c,Johns Hopkins University,Mechanical Engineering,MechE/LCSR/IAA Seminar,https://me.jhu.edu/event/meche-lcsr-iaa-seminar-ben-riviere-from-california-institute-of-technology/
4a4862-279a18-72,Columbia University,Computer Science,NLP Seminar,https://www.cs.columbia.edu/nlp/nlp_seminar.html
4a9620-d2ce55-f1,Montana State University,Computer Science,Seminars,https://www.cs.montana.edu/seminars/index.html
4ac23d-a6644e-92,University of Tennessee,Mathematics,Junior Colloquium,https://calendar.utk.edu/department/mathematics/calendar/month/2023/11
4accde-ee77d8-d7,New York University,Mathematics,"Mathematics, Information, and Computation (MIC) Seminar",https://mad.cds.nyu.edu/micsem/
4ad761-b836b4-56,New York University,Physics,High Energy Physics Seminar,https://physics.nyu.edu/events.html?EventsPage=hep
4af28c-9a7af5-27,University of Michigan,Computer Science,Michigan Institute for Data Science (MIDAS) Seminars,https://cse.engin.umich.edu/events/all-seminars/midas-seminars/
4af734-69f58a-6f,Purdue University,Mathematics,Colloquium,https://www.math.purdue.edu/~ebkaufma/Coll.html
4b26be-bb33f4-36,University of Missouri,Mathematics,Geometry and Topology Seminar,https://math.missouri.edu/seminars
4b2bd4-c18c0d-37,University of Southern California,Physics,Department Colloquia,https://dornsife.usc.edu/physics/colloquia/department-colloquium/
4b70d8-9e9526-d4,University of North Carolina at Chapel Hill,Chemistry,Physical Chemistry Seminars,https://chem.unc.edu/events-calendar/
4bbd09-318fdc-bb,University of Southern California,Physics,High Energy Physics Seminar Series,
4bd2df-49b63f-ee,University of Houston,Mathematics,Deep Learning and Deep Mining Seminar,https://www.math.uh.edu/local/seminar-and-events/deep-learning/
4bd403-684855-d3,Boston University,Physics,Center for Space Physics Seminar,https://www.bu.edu/csp/events/seminar-series/
4be1b8-32de38-14,Virginia Tech,Physics,Neutrino Physics Seminar,https://www.phys.vt.edu/Newsandevents/Events.html
4bedcf-1da5da-cb,Old Dominion University,Chemistry,Seminar,
4bfad5-cf18b6-b5,University of Florida,Physics,High Energy Seminar,https://www.phys.ufl.edu/hepseminars/index_2023Fall
4c1dab-50f7ce-aa,Ohio State University,Physics,Optical Science Seminar,https://opticalscience.osu.edu/events/seminars
4c4754-3aedd1-85,"University of Maryland, College Park",Mathematics,PDE-Applied Math Seminar,https://www-math.umd.edu/research/seminars/pde-applied-math-seminar.html
4c8a9e-450686-4c,Indiana University Bloomington,Mathematics,Probability and Related Fields Seminar,https://math.indiana.edu/seminars/index.html
4c9d90-bc4a87-4b,Cornell University,Computer Science,Scientific Computing and Numerics (SCAN) Seminar,https://cornell-scan.github.io/
4cdcc3-6b3af3-7b,University of Rochester,Physics,Physics and Astronomy Colloquia,https://www.pas.rochester.edu/news-events/events/colloquia/index.html
4ce0e1-1135c8-2e,Johns Hopkins University,Mathematics,Analysis and PDE Seminar,https://sites.google.com/view/hopkins-pde-seminar
4d0a75-5aa6ae-d6,University of Utah,Mathematics,Max Dehn Seminar,https://www.math.utah.edu/seminars/maxdehn/
4d211e-8deb28-f9,Emory University,Mathematics,Analysis and Differential Geometry Seminar,https://www.math.emory.edu/events/seminars/seminar.php?SEMID=1567
4d3834-ee13f2-6d,Florida International University,Chemistry,Chemistry and Biochemistry Seminars,https://case.fiu.edu/chemistry/seminars/
4d47cc-b284f4-9e,University of North Carolina at Chapel Hill,Physics,Physics Colloquium,https://physics.unc.edu/seminars/colloquia/
4d73b4-6ee15b-4a,"University of California, Los Angeles",Physics,Bhaumik Lectures,https://bhaumik-institute.physics.ucla.edu/bhaumik-lectures
4da718-6f0402-c0,Tulane University,Mathematics,Applied and Computational Math Seminar,https://tulane.app.box.com/s/2d9o6liadqx5r0fkeyuunb28dn6muc05
4dc728-f40e0c-90,University of Pennsylvania,Mathematics,Galois Seminar,https://www.math.upenn.edu/events/seminars/galois-seminar
4de3df-ccf3a4-99,University of Louisville,Mathematics,Probability and Statistics Seminar,https://louisville.edu/math/seminars
4e0ddc-5a1282-e1,Iowa State University,Mathematics,Colloquiua,
4e14c5-8f594f-2b,University of Iowa,Mathematics,Colloquium,https://math.uiowa.edu/events/colloquia
4e379a-406f5d-73,Georgia Institute of Technology,Computer Science,Machine Learning Seminar Series,https://www.cc.gatech.edu/events/2023/09/13/machine-learning-seminar-series-sparse-dense-and-back-sparse-again-fuxin-li
4e6f18-2688d9-20,University of Pennsylvania,Computer Science,Colloquium Series and Special Talks,https://www.cis.upenn.edu/events/
4ed910-2de68e-8e,University of Arizona,Chemistry,ORGINS Seminar,https://cbc.arizona.edu/events
4ef8d2-2c8907-a0,Virginia Tech,Mathematics,Colloquia,https://math.vt.edu/calendar.html
4f67b4-f12d17-6e,Pennsylvania State University,Mechanical Engineering,Seminars,https://www.engr.psu.edu/faculty-staff/seminars.aspx
4f6b5c-fe537f-f8,University of Cincinnati,Chemistry,Seminar Series,https://www.artsci.uc.edu/departments/chemistry/news-events-and-seminars/seminars-archive.html
4fc430-c773aa-f1,University of Florida,Computer Science,Colloquium,https://www.cise.ufl.edu/news-events/events/colloquium/
4fc7c1-7fb7bb-22,North Carolina State University,Mathematics,Computational and Applied Mathematics Seminar,https://math.sciences.ncsu.edu/events/category/computational-applied-seminar/
503ade-f6e71c-c8,New York University,Physics,Astrophysics and Relativity Seminars,https://physics.nyu.edu/events.html?EventsPage=astro
5044c8-6b4bdd-47,University of Washington,Mathematics,Inverse Problems Seminar,https://math.washington.edu/events/series/inverse-problems-seminar
50453b-04a7ad-49,Oregon State University,Mathematics,Mathematical Education Seminar,https://internal.math.oregonstate.edu/events?type=14&search=
504ae4-489e38-d8,University of Utah,Physics,HEAP Seminar,https://web.physics.utah.edu/~heap/
504bdf-cbf291-3a,University of Louisiana at Lafayette,Mathematics,Topology Seminar,https://math.louisiana.edu/node/97
504cc0-16bec9-50,Cornell University,Physics,Joint Experimental and Theory Seminars in Particle Physics and Cosmology,https://www.classe.cornell.edu/NewsAndEvents/JointSeminars.html
5075ea-d8a95f-aa,Tulane University,Mathematics,Probability & Statistics Seminar,https://sse.tulane.edu/math/research-seminars-probability-and-statistics
5093ca-546bca-93,Montana State University,Mathematics,Mathematics Seminars,https://math.montana.edu/events/seminars/mathematics_seminars.html
50c066-4d8396-2d,University of Colorado Boulder,Physics,Colloquium,https://www.colorado.edu/physics/events/seminars-and-colloquia/fall-2023-colloquium-schedule
50de8c-9d3ee9-5f,Yale University,Mathematics,Summer Representation Theory Seminar,https://math.yale.edu/calendar/grid/month/2023-08?term_node_tid_depth_join=261
511b18-d892cb-6c,University of Arkansas,Mathematics,Applied Analysis Seminar,https://sites.google.com/view/uarkanalysis/schedule?authuser=0
51348d-da8c2a-83,Yale University,Physics,NPA Seminar,https://physics.yale.edu/calendar/all-events
513b7e-461441-5d,University of Central Florida,Physics,Colloquia,https://sciences.ucf.edu/physics/colloquia/
514299-d1024c-4e,University of Rochester,Chemistry,Inorganic Seminars,https://www.sas.rochester.edu/chm/news-events/events/seminars.html
518749-24c60d-c9,Massachusetts Institute of Technology,Mathematics,PDE/Analysis Seminar,https://math.mit.edu/pde-analysis/
51a4e6-9b9dda-01,University at Buffalo,Chemistry,"MEETS (Materials, Energy, Environment Seminars)",https://arts-sciences.buffalo.edu/chemistry/news-events/seminars/meets.html
51ac52-931ab5-10,"University of Maryland, College Park",Computer Science,Values Centered AI Seminar,Error: No matching seminar name.
51d3e1-f535f8-94,University of Wisconsin-Madison,Mathematics,Math Circles,https://hilbert.math.wisc.edu/wiki/index.php/Madison_Math_Circle
51f366-8bb07b-72,Kent State University,Chemistry,Departmental Colloquium,https://www.kent.edu/chemistry/departmental-events-and-resources
521d22-b49e87-24,Vanderbilt University,Mathematics,Topology / Group Theory,https://sites.google.com/view/tgt-vanderbilt/home
521df0-1fffe3-11,University of Virginia,Physics,Condensed Matter Seminars,http://www.physics.virginia.edu/Announcements/talk-list.asp?GID=condmat_sem_committee&ORDER=desc&OMITNULL=1&MAXTALK=50&SHOWMORE=1
52522e-5b7f1f-8b,Tulane University,Computer Science,Distinguished Lectures,https://sse.tulane.edu/cs/distinguished-lecture-series
5270e1-8aa732-3d,Texas A&M University,Chemistry,Seminar,https://calendar.tamu.edu/chemistry/month/categories/Speakers%2C%20Forums%2C%20and%20Conferences/date/20230801
527896-e1b838-b0,University of Southern California,Chemistry,Seminars,https://dornsife.usc.edu/chemistry/event-calendar/
52b1de-84554d-13,Columbia University,Mathematics,Algebraic Geometry Seminar,https://sites.google.com/view/nathanchen/seminars/columbia-ag-seminar
52cab4-192a37-f5,Johns Hopkins University,Physics,Condensed Matter and Biological Physics Seminar Series,https://physics-astronomy.jhu.edu/series/condensed-matter-and-biological-physics-seminar-series/
52cf29-787554-8e,University of Illinois Chicago,Chemistry,Chemistry Seminars,https://chem.uic.edu/events-2/?event_month=08&event_day=1&event_year=2023
52f135-344f5a-92,Indiana University Bloomington,Chemistry,Seminar,https://www.chem.indiana.edu/internal-tools/seminar-information/
52f52e-9b0a3b-b6,Princeton University,Mathematics,Geometry Learning Seminar,https://www.math.princeton.edu/events/seminars/geometry-learning-seminar
52f7da-4131c3-37,"University of California, Berkeley",Mathematics,Spectral Theory Seminar,https://events.berkeley.edu/math/month/date/20230801
53171d-397217-94,University of Notre Dame,Physics,Astrophysics Seminar,https://physics.nd.edu/news-events/events/calendar/astrophysics-seminar/
